"date","brl"
"2016/05/21",3.555658
"2016/05/22",3.556038
"2016/05/23",3.569149
"2016/05/24",3.568206
"2016/05/25",3.579634
"2016/05/26",3.58311
"2016/05/27",3.605684
"2016/05/28",3.608146
"2016/05/29",3.612768
"2016/05/30",3.580116
"2016/05/31",3.605619
"2016/06/01",3.603659
"2016/06/02",3.588743
"2016/06/03",3.541391
"2016/06/04",3.535888
"2016/06/05",3.528757
"2016/06/06",3.49671
"2016/06/07",3.457382
"2016/06/08",3.391931
"2016/06/09",3.40335
"2016/06/10",3.40829
"2016/06/11",3.418146
"2016/06/12",3.420598
"2016/06/13",3.47112
"2016/06/14",3.471842
"2016/06/15",3.476039
"2016/06/16",3.46713
"2016/06/17",3.428851
"2016/06/18",3.42403
"2016/06/19",3.414084
"2016/06/20",3.39903
"2016/06/21",3.412882
"2016/06/22",3.381042
"2016/06/23",3.357206
"2016/06/24",3.36653
"2016/06/25",3.371032
"2016/06/26",3.376527
"2016/06/27",3.38858
"2016/06/28",3.320472
"2016/06/29",3.260342
"2016/06/30",3.226232
"2016/07/01",3.235175
"2016/07/02",3.232491
"2016/07/03",3.232116
"2016/07/04",3.27248
"2016/07/05",3.290532
"2016/07/06",3.321714
"2016/07/07",3.355054
"2016/07/08",3.306228
"2016/07/09",3.307133
"2016/07/10",3.297792
"2016/07/11",3.30564
"2016/07/12",3.297156
"2016/07/13",3.271143
"2016/07/14",3.260217
"2016/07/15",3.281104
"2016/07/16",3.281104
"2016/07/17",3.279304
"2016/07/18",3.252502
"2016/07/19",3.251199
"2016/07/20",3.254595
"2016/07/21",3.271599
"2016/07/22",3.255604
"2016/07/23",3.255904
"2016/07/24",3.280301
"2016/07/25",3.285699
"2016/07/26",3.273496
"2016/07/27",3.260794
"2016/07/28",3.285499
"2016/07/29",3.240399
"2016/07/30",3.246504
"2016/07/31",3.239599
"2016/08/01",3.261902
"2016/08/02",3.257296
"2016/08/03",3.237498
"2016/08/04",3.190102
"2016/08/05",3.163504
"2016/08/06",3.163504
"2016/08/07",3.185903
"2016/08/08",3.171797
"2016/08/09",3.146303
"2016/08/10",3.128799
"2016/08/11",3.142703
"2016/08/12",3.192704
"2016/08/13",3.192904
"2016/08/14",3.176999
"2016/08/15",3.185799
"2016/08/16",3.202201
"2016/08/17",3.204801
"2016/08/18",3.238201
"2016/08/19",3.205504
"2016/08/20",3.205804
"2016/08/21",3.227995
"2016/08/22",3.199696
"2016/08/23",3.236498
"2016/08/24",3.2243
"2016/08/25",3.228802
"2016/08/26",3.264504
"2016/08/27",3.264104
"2016/08/28",3.265104
"2016/08/29",3.230701
"2016/08/30",3.237803
"2016/08/31",3.22702
"2016/09/01",3.254194
"2016/09/02",3.250399
"2016/09/03",3.255404
"2016/09/04",3.255023
"2016/09/05",3.267197
"2016/09/06",3.197298
"2016/09/07",3.191698
"2016/09/08",3.215899
"2016/09/09",3.269041
"2016/09/10",3.269041
"2016/09/11",3.272696
"2016/09/12",3.247898
"2016/09/13",3.315297
"2016/09/14",3.344502
"2016/09/15",3.300799
"2016/09/16",3.262041
"2016/09/17",3.262041
"2016/09/18",3.266496
"2016/09/19",3.272203
"2016/09/20",3.257097
"2016/09/21",3.210899
"2016/09/22",3.217978
"2016/09/23",3.244041
"2016/09/24",3.244041
"2016/09/25",3.244499
"2016/09/26",3.241599
"2016/09/27",3.233601
"2016/09/28",3.219295
"2016/09/29",3.259298
"2016/09/30",3.261504
"2016/10/01",3.261041
"2016/10/02",3.260797
"2016/10/03",3.209699
"2016/10/04",3.257701
"2016/10/05",3.229024
"2016/10/06",3.228203
"2016/10/07",3.221041
"2016/10/08",3.221041
"2016/10/09",3.220298
"2016/10/10",3.203399
"2016/10/11",3.196898
"2016/10/12",3.201695
"2016/10/13",3.1783
"2016/10/14",3.200504
"2016/10/15",3.200504
"2016/10/16",3.203279
"2016/10/17",3.204794
"2016/10/18",3.1852
"2016/10/19",3.167103
"2016/10/20",3.140199
"2016/10/21",3.155041
"2016/10/22",3.149604
"2016/10/23",3.154984
"2016/10/24",3.125498
"2016/10/25",3.110298
"2016/10/26",3.139797
"2016/10/27",3.166303
"2016/10/28",3.201304
"2016/10/29",3.203504
"2016/10/30",3.204097
"2016/10/31",3.199201
"2016/11/01",3.236298
"2016/11/02",3.253899
"2016/11/03",3.2594
"2016/11/04",3.233304
"2016/11/05",3.233304
"2016/11/06",3.252903
"2016/11/07",3.202027
"2016/11/08",3.167968
"2016/11/09",3.225977
"2016/11/10",3.396301
"2016/11/11",3.391041
"2016/11/12",3.390399
"2016/11/13",3.391
"2016/11/14",3.439399
"2016/11/15",3.441699
"2016/11/16",3.451401
"2016/11/17",3.4334
"2016/11/18",3.392204
"2016/11/19",3.382504
"2016/11/20",3.392204
"2016/11/21",3.388398
"2016/11/22",3.350496
"2016/11/23",3.4321
"2016/11/24",3.391699
"2016/11/25",3.422041
"2016/11/26",3.420804
"2016/11/27",3.421498
"2016/11/28",3.408203
"2016/11/29",3.454798
"2016/11/30",3.407297
"2016/12/01",3.576299
"2016/12/02",3.475041
"2016/12/03",3.475041
"2016/12/04",3.475007
"2016/12/05",3.420601
"2016/12/06",3.407504
"2016/12/07",3.383015
"2016/12/08",3.375304
"2016/12/09",3.378041
"2016/12/10",3.377041
"2016/12/11",3.377304
"2016/12/12",3.338299
"2016/12/13",3.334799
"2016/12/14",3.369299
"2016/12/15",3.369306
"2016/12/16",3.391804
"2016/12/17",3.391504
"2016/12/18",3.391497
"2016/12/19",3.364498
"2016/12/20",3.3539
"2016/12/21",3.326802
"2016/12/22",3.286796
"2016/12/23",3.270504
"2016/12/24",3.270504
"2016/12/25",3.270795
"2016/12/26",3.276298
"2016/12/27",3.269599
"2016/12/28",3.284298
"2016/12/29",3.253496
"2016/12/30",3.253504
"2016/12/31",3.253504
"2017/01/01",3.253498
"2017/01/02",3.2854
"2017/01/03",3.2647
"2017/01/04",3.2163
"2017/01/05",3.199096
"2017/01/06",3.224204
"2017/01/07",3.223904
"2017/01/08",3.224198
"2017/01/09",3.196973
"2017/01/10",3.195801
"2017/01/11",3.196987
"2017/01/12",3.188098
"2017/01/13",3.220804
"2017/01/14",3.220804
"2017/01/15",3.2208
"2017/01/16",3.241802
"2017/01/17",3.211099
"2017/01/18",3.230301
"2017/01/19",3.195801
"2017/01/20",3.168304
"2017/01/21",3.168504
"2017/01/22",3.168296
"2017/01/23",3.162598
"2017/01/24",3.169496
"2017/01/25",3.169507
"2017/01/26",3.177501
"2017/01/27",3.139804
"2017/01/28",3.140399
"2017/01/29",3.139805
"2017/01/30",3.125302
"2017/01/31",3.150796
"2017/02/01",3.128304
"2017/02/02",3.123301
"2017/02/03",3.117204
"2017/02/04",3.117404
"2017/02/05",3.117199
"2017/02/06",3.114802
"2017/02/07",3.120221
"2017/02/08",3.116802
"2017/02/09",3.129699
"2017/02/10",3.114304
"2017/02/11",3.114504
"2017/02/12",3.114302
"2017/02/13",3.110806
"2017/02/14",3.083802
"2017/02/15",3.056497
"2017/02/16",3.088899
"2017/02/17",3.103504
"2017/02/18",3.103504
"2017/02/19",3.103301
"2017/02/20",3.085802
"2017/02/21",3.094804
"2017/02/22",3.062795
"2017/02/23",3.060992
"2017/02/24",3.109804
"2017/02/25",3.110399
"2017/02/26",3.109801
"2017/02/27",3.1083
"2017/02/28",3.1083
"2017/03/01",3.088801
"2017/03/02",3.155803
"2017/03/03",3.114104
"2017/03/04",3.114304
"2017/03/05",3.114101
"2017/03/06",3.138097
"2017/03/07",3.119203
"2017/03/08",3.162297
"2017/03/09",3.1925
"2017/03/10",3.137804
"2017/03/11",3.138041
"2017/03/12",3.1378
"2017/03/13",3.151801
"2017/03/14",3.163803
"2017/03/15",3.102796
"2017/03/16",3.1203
"2017/03/17",3.091504
"2017/03/18",3.091504
"2017/03/19",3.091301
"2017/03/20",3.071299
"2017/03/21",3.0878
"2017/03/22",3.085803
"2017/03/23",3.139496
"2017/03/24",3.107504
"2017/03/25",3.107504
"2017/03/26",3.107302
"2017/03/27",3.1259
"2017/03/28",3.138802
"2017/03/29",3.122298
"2017/03/30",3.148598
"2017/03/31",3.121804
"2017/04/01",3.122041
"2017/04/02",3.121797
"2017/04/03",3.113974
"2017/04/04",3.095803
"2017/04/05",3.121025
"2017/04/06",3.142495
"2017/04/07",3.145504
"2017/04/08",3.145704
"2017/04/09",3.145499
"2017/04/10",3.132297
"2017/04/11",3.138303
"2017/04/12",3.124597
"2017/04/13",3.143306
"2017/04/14",3.143804
"2017/04/15",3.144041
"2017/04/16",3.1438
"2017/04/17",3.097701
"2017/04/18",3.107051
"2017/04/19",3.148798
"2017/04/20",3.147302
"2017/04/21",3.147304
"2017/04/22",3.147504
"2017/04/23",3.147299
"2017/04/24",3.128008
"2017/04/25",3.146805
"2017/04/26",3.17199
"2017/04/27",3.1822
"2017/04/28",3.171604
"2017/04/29",3.171604
"2017/04/30",3.171602
"2017/05/01",3.175303
"2017/05/02",3.150302
"2017/05/03",3.163504
"2017/05/04",3.188104
"2017/05/05",3.174404
"2017/05/06",3.174404
"2017/05/07",3.175302
"2017/05/08",3.196997
"2017/05/09",3.189602
"2017/05/10",3.166803
"2017/05/11",3.139702
"2017/05/12",3.122041
"2017/05/13",3.122204
"2017/05/14",3.12202
"2017/05/15",3.109203
"2017/05/16",3.096016
"2017/05/17",3.136401
"2017/05/18",3.368501
"2017/05/19",3.252804
"2017/05/20",3.253041
"2017/05/21",3.252802
"2017/05/22",3.2657
"2017/05/23",3.269399
"2017/05/24",3.274972
"2017/05/25",3.274202
"2017/05/26",3.259604
"2017/05/27",3.259804
"2017/05/28",3.259603
"2017/05/29",3.256398
"2017/05/30",3.256796
"2017/05/31",3.226012
"2017/06/01",3.249301
"2017/06/02",3.246041
"2017/06/03",3.246041
"2017/06/04",3.250698
"2017/06/05",3.2971
"2017/06/06",3.277012
"2017/06/07",3.268198
"2017/06/08",3.260498
"2017/06/09",3.295704
"2017/06/10",3.295904
"2017/06/11",3.295699
"2017/06/12",3.317397
"2017/06/13",3.3157
"2017/06/14",3.273697
"2017/06/15",3.273803
"2017/06/16",3.292304
"2017/06/17",3.292504
"2017/06/18",3.289603
"2017/06/19",3.2817
"2017/06/20",3.326202
"2017/06/21",3.334303
"2017/06/22",3.340803
"2017/06/23",3.342041
"2017/06/24",3.342041
"2017/06/25",3.341975
"2017/06/26",3.295597
"2017/06/27",3.3128
"2017/06/28",3.2802
"2017/06/29",3.303798
"2017/06/30",3.305804
"2017/07/01",3.305804
"2017/07/02",3.305797
"2017/07/03",3.3013
"2017/07/04",3.307973
"2017/07/05",3.288203
"2017/07/06",3.298401
"2017/07/07",3.280304
"2017/07/08",3.280104
"2017/07/09",3.280104
"2017/07/10",3.254705
"2017/07/11",3.254002
"2017/07/12",3.208102
"2017/07/13",3.2112
"2017/07/14",3.179204
"2017/07/15",3.179204
"2017/07/16",3.179205
"2017/07/17",3.182498
"2017/07/18",3.153991
"2017/07/19",3.149104
"2017/07/20",3.120805
"2017/07/21",3.141404
"2017/07/22",3.141404
"2017/07/23",3.141397
"2017/07/24",3.145699
"2017/07/25",3.172496
"2017/07/26",3.138702
"2017/07/27",3.153899
"2017/07/28",3.132304
"2017/07/29",3.132304
"2017/07/30",3.132299
"2017/07/31",3.126901
"2017/08/01",3.125799
"2017/08/02",3.1136
"2017/08/03",3.112701
"2017/08/04",3.130504
"2017/08/05",3.130504
"2017/08/06",3.130503
"2017/08/07",3.1255
"2017/08/08",3.127399
"2017/08/09",3.155403
"2017/08/10",3.174896
"2017/08/11",3.192204
"2017/08/12",3.192204
"2017/08/13",3.192199
"2017/08/14",3.188205
"2017/08/15",3.168897
"2017/08/16",3.152597
"2017/08/17",3.174597
"2017/08/18",3.146041
"2017/08/19",3.145704
"2017/08/20",3.146499
"2017/08/21",3.163802
"2017/08/22",3.161802
"2017/08/23",3.1404
"2017/08/24",3.147296
"2017/08/25",3.159304
"2017/08/26",3.159304
"2017/08/27",3.159298
"2017/08/28",3.167403
"2017/08/29",3.164806
"2017/08/30",3.160102
"2017/08/31",3.147202
"2017/09/01",3.141704
"2017/09/02",3.141704
"2017/09/03",3.1417
"2017/09/04",3.140698
"2017/09/05",3.116802
"2017/09/06",3.098703
"2017/09/07",3.098303
"2017/09/08",3.087504
"2017/09/09",3.087504
"2017/09/10",3.0873
"2017/09/11",3.102402
"2017/09/12",3.124797
"2017/09/13",3.134701
"2017/09/14",3.119199
"2017/09/15",3.109604
"2017/09/16",3.109604
"2017/09/17",3.108703
"2017/09/18",3.136097
"2017/09/19",3.134204
"2017/09/20",3.131989
"2017/09/21",3.137697
"2017/09/22",3.124704
"2017/09/23",3.124704
"2017/09/24",3.124699
"2017/09/25",3.158497
"2017/09/26",3.1668
"2017/09/27",3.192695
"2017/09/28",3.182201
"2017/09/29",3.163204
"2017/09/30",3.163204
"2017/10/01",3.163199
"2017/10/02",3.154496
"2017/10/03",3.142203
"2017/10/04",3.134502
"2017/10/05",3.153599
"2017/10/06",3.155504
"2017/10/07",3.155504
"2017/10/08",3.155497
"2017/10/09",3.187987
"2017/10/10",3.178894
"2017/10/11",3.170903
"2017/10/12",3.169297
"2017/10/13",3.144504
"2017/10/14",3.144504
"2017/10/15",3.144698
"2017/10/16",3.171501
"2017/10/17",3.157503
"2017/10/18",3.1712
"2017/10/19",3.166295
"2017/10/20",3.192104
"2017/10/21",3.192104
"2017/10/22",3.192098
"2017/10/23",3.237405
"2017/10/24",3.243703
"2017/10/25",3.232693
"2017/10/26",3.289703
"2017/10/27",3.235804
"2017/10/28",3.235804
"2017/10/29",3.236398
"2017/10/30",3.288496
"2017/10/31",3.270696
"2017/11/01",3.267101
"2017/11/02",3.266797
"2017/11/03",3.314041
"2017/11/04",3.314041
"2017/11/05",3.314095
"2017/11/06",3.249198
"2017/11/07",3.271101
"2017/11/08",3.254297
"2017/11/09",3.251798
"2017/11/10",3.277604
"2017/11/11",3.277604
"2017/11/12",3.277798
"2017/11/13",3.279102
"2017/11/14",3.312982
"2017/11/15",3.31302
"2017/11/16",3.273697
"2017/11/17",3.257104
"2017/11/18",3.257104
"2017/11/19",3.257101
"2017/11/20",3.256984
"2017/11/21",3.258499
"2017/11/22",3.2238
"2017/11/23",3.221599
"2017/11/24",3.232704
"2017/11/25",3.232704
"2017/11/26",3.232902
"2017/11/27",3.227501
"2017/11/28",3.212499
"2017/11/29",3.245798
"2017/11/30",3.272403
"2017/12/01",3.253304
"2017/12/02",3.253304
"2017/12/03",3.257804
"2017/12/04",3.243902
"2017/12/05",3.241204
"2017/12/06",3.235399
"2017/12/07",3.290403
"2017/12/08",3.291604
"2017/12/09",3.291604
"2017/12/10",3.2916
"2017/12/11",3.304503
"2017/12/12",3.306197
"2017/12/13",3.309701
"2017/12/14",3.341597
"2017/12/15",3.294404
"2017/12/16",3.294404
"2017/12/17",3.294402
"2017/12/18",3.291981
"2017/12/19",3.289698
"2017/12/20",3.297498
"2017/12/21",3.308098
"2017/12/22",3.336704
"2017/12/23",3.336704
"2017/12/24",3.33799
"2017/12/25",3.336703
"2017/12/26",3.310799
"2017/12/27",3.314705
"2017/12/28",3.311901
"2017/12/29",3.311904
"2017/12/30",3.311904
"2017/12/31",3.311904
"2018/01/01",3.311899
"2018/01/02",3.258603
"2018/01/03",3.236899
"2018/01/04",3.234197
"2018/01/05",3.228804
"2018/01/06",3.228604
"2018/01/07",3.228602
"2018/01/08",3.228598
"2018/01/09",3.248969
"2018/01/10",3.221098
"2018/01/11",3.213973
"2018/01/12",3.206104
"2018/01/13",3.206104
"2018/01/14",3.205302
"2018/01/15",3.216007
"2018/01/16",3.226698
"2018/01/17",3.223603
"2018/01/18",3.196201
"2018/01/19",3.195904
"2018/01/20",3.195904
"2018/01/21",3.196025
"2018/01/22",3.201602
"2018/01/23",3.2368
"2018/01/24",3.1449
"2018/01/25",3.146798
"2018/01/26",3.150704
"2018/01/27",3.152904
"2018/01/28",3.152897
"2018/01/29",3.156399
"2018/01/30",3.181499
"2018/01/31",3.186302
"2018/02/01",3.167298
"2018/02/02",3.217804
"2018/02/03",3.218041
"2018/02/04",3.218008
"2018/02/05",3.262196
"2018/02/06",3.236991
"2018/02/07",3.2711
"2018/02/08",3.285901
"2018/02/09",3.293704
"2018/02/10",3.293704
"2018/02/11",3.293703
"2018/02/12",3.282803
"2018/02/13",3.286303
"2018/02/14",3.216701
"2018/02/15",3.227205
"2018/02/16",3.230804
"2018/02/17",3.230804
"2018/02/18",3.230799
"2018/02/19",3.233894
"2018/02/20",3.249499
"2018/02/21",3.268202
"2018/02/22",3.249701
"2018/02/23",3.237204
"2018/02/24",3.237204
"2018/02/25",3.237403
"2018/02/26",3.225303
"2018/02/27",3.251201
"2018/02/28",3.245599
"2018/03/01",3.250898
"2018/03/02",3.252304
"2018/03/03",3.251704
"2018/03/04",3.252303
"2018/03/05",3.242496
"2018/03/06",3.2112
"2018/03/07",3.2449
"2018/03/08",3.267298
"2018/03/09",3.257304
"2018/03/10",3.257104
"2018/03/11",3.254596
"2018/03/12",3.256699
"2018/03/13",3.260498
"2018/03/14",3.261298
"2018/03/15",3.2858
"2018/03/16",3.280204
"2018/03/17",3.280204
"2018/03/18",3.277898
"2018/03/19",3.285399
"2018/03/20",3.307601
"2018/03/21",3.267704
"2018/03/22",3.306799
"2018/03/23",3.310804
"2018/03/24",3.313304
"2018/03/25",3.313303
"2018/03/26",3.305801
"2018/03/27",3.327794
"2018/03/28",3.320401
"2018/03/29",3.2928
"2018/03/30",3.304404
"2018/03/31",3.304404
"2018/04/01",3.304394
"2018/04/02",3.310498
"2018/04/03",3.335096
"2018/04/04",3.328896
"2018/04/05",3.338497
"2018/04/06",3.367704
"2018/04/07",3.367704
"2018/04/08",3.368503
"2018/04/09",3.422197
"2018/04/10",3.405299
"2018/04/11",3.376971
"2018/04/12",3.412799
"2018/04/13",3.422204
"2018/04/14",3.422204
"2018/04/15",3.424699
"2018/04/16",3.418899
"2018/04/17",3.4018
"2018/04/18",3.375595
"2018/04/19",3.387502
"2018/04/20",3.412704
"2018/04/21",3.412704
"2018/04/22",3.405399
"2018/04/23",3.444401
"2018/04/24",3.467099
"2018/04/25",3.495397
"2018/04/26",3.483297
"2018/04/27",3.456204
"2018/04/28",3.456204
"2018/04/29",3.456199
"2018/04/30",3.497105
"2018/05/01",3.506298
"2018/05/02",3.5367
"2018/05/03",3.525097
"2018/05/04",3.529804
"2018/05/05",3.529804
"2018/05/06",3.518902
"2018/05/07",3.552402
"2018/05/08",3.566701
"2018/05/09",3.593105
"2018/05/10",3.550396
"2018/05/11",3.598204
"2018/05/12",3.598204
"2018/05/13",3.598201
"2018/05/14",3.620798
"2018/05/15",3.653599
"2018/05/16",3.683501
"2018/05/17",3.700802
"2018/05/18",3.737204
"2018/05/19",3.737204
"2018/05/20",3.736803
"2018/05/21",3.686903
"2018/05/22",3.6473
"2018/05/23",3.623399
"2018/05/24",3.649101
"2018/05/25",3.650904
"2018/05/26",3.650904
"2018/05/27",3.669299
"2018/05/28",3.735399
"2018/05/29",3.725597
"2018/05/30",3.735303
"2018/05/31",3.7228
"2018/06/01",3.763304
"2018/06/02",3.763304
"2018/06/03",3.765695
"2018/06/04",3.734496
"2018/06/05",3.795102
"2018/06/06",3.846497
"2018/06/07",3.904696
"2018/06/08",3.699404
"2018/06/09",3.699404
"2018/06/10",3.706425
"2018/06/11",3.723096
"2018/06/12",3.716025
"2018/06/13",3.716398
"2018/06/14",3.805102
"2018/06/15",3.729804
"2018/06/16",3.729804
"2018/06/17",3.7231
"2018/06/18",3.749497
"2018/06/19",3.737902
"2018/06/20",3.768203
"2018/06/21",3.757803
"2018/06/22",3.784704
"2018/06/23",3.784704
"2018/06/24",3.7847
"2018/06/25",3.7753
"2018/06/26",3.790398
"2018/06/27",3.867197
"2018/06/28",3.8531
"2018/06/29",3.871304
"2018/06/30",3.871304
"2018/07/01",3.871302
"2018/07/02",3.910199
"2018/07/03",3.893799
"2018/07/04",3.9033
"2018/07/05",3.929302
"2018/07/06",3.862704
"2018/07/07",3.862704
"2018/07/08",3.796977
"2018/07/09",3.868196
"2018/07/10",3.805098
"2018/07/11",3.873196
"2018/07/12",3.882403
"2018/07/13",3.849904
"2018/07/14",3.849904
"2018/07/15",3.861898
"2018/07/16",3.862096
"2018/07/17",3.841993
"2018/07/18",3.850697
"2018/07/19",3.839301
"2018/07/20",3.771404
"2018/07/21",3.771404
"2018/07/22",3.771402
"2018/07/23",3.785499
"2018/07/24",3.7421
"2018/07/25",3.687701
"2018/07/26",3.741597
"2018/07/27",3.708504
"2018/07/28",3.708504
"2018/07/29",3.712597
"2018/07/30",3.7296
"2018/07/31",3.754502
"2018/08/01",3.748499
"2018/08/02",3.749898
"2018/08/03",3.707041
"2018/08/04",3.707041
"2018/08/05",3.703801
"2018/08/06",3.735966
"2018/08/07",3.752021
"2018/08/08",3.771601
"2018/08/09",3.8011
"2018/08/10",3.861104
"2018/08/11",3.861104
"2018/08/12",3.866904
"2018/08/13",3.883397
"2018/08/14",3.865901
"2018/08/15",3.902537
"2018/08/16",3.905404
"2018/08/17",3.910604
"2018/08/18",3.910604
"2018/08/19",3.9113
"2018/08/20",3.967699
"2018/08/21",4.050007
"2018/08/22",4.04035
"2018/08/23",4.11555
"2018/08/24",4.105404
"2018/08/25",4.105404
"2018/08/26",4.104301
"2018/08/27",4.078973
"2018/08/28",4.135399
"2018/08/29",4.107001
"2018/08/30",4.150095
"2018/08/31",4.055504
"2018/09/01",4.055304
"2018/09/02",4.055196
"2018/09/03",4.1563
"2018/09/04",4.157149
"2018/09/05",4.144596
"2018/09/06",4.058799
"2018/09/07",4.059604
"2018/09/08",4.059604
"2018/09/09",4.045303
"2018/09/10",4.086101
"2018/09/11",4.153101
"2018/09/12",4.161299
"2018/09/13",4.206498
"2018/09/14",4.173604
"2018/09/15",4.173604
"2018/09/16",4.173498
"2018/09/17",4.133599
"2018/09/18",4.159898
"2018/09/19",4.131796
"2018/09/20",4.077504
"2018/09/21",4.050804
"2018/09/22",4.050804
"2018/09/23",4.051498
"2018/09/24",4.092803
"2018/09/25",4.0751
"2018/09/26",4.032297
"2018/09/27",4.013501
"2018/09/28",4.049504
"2018/09/29",4.049504
"2018/09/30",4.054194
"2018/10/01",4.017902
"2018/10/02",3.941023
"2018/10/03",3.901902
"2018/10/04",3.875398
"2018/10/05",3.837304
"2018/10/06",3.839304
"2018/10/07",3.8373
"2018/10/08",3.778698
"2018/10/09",3.716301
"2018/10/10",3.756301
"2018/10/11",3.78302
"2018/10/12",3.783104
"2018/10/13",3.783104
"2018/10/14",3.783102
"2018/10/15",3.735397
"2018/10/16",3.725098
"2018/10/17",3.687697
"2018/10/18",3.7218
"2018/10/19",3.712904
"2018/10/20",3.712904
"2018/10/21",3.712399
"2018/10/22",3.6858
"2018/10/23",3.695904
"2018/10/24",3.732601
"2018/10/25",3.706401
"2018/10/26",3.642804
"2018/10/27",3.643041
"2018/10/28",3.643101
"2018/10/29",3.717305
"2018/10/30",3.696103
"2018/10/31",3.722198
"2018/11/01",3.696397
"2018/11/02",3.695304
"2018/11/03",3.695304
"2018/11/04",3.701895
"2018/11/05",3.726098
"2018/11/06",3.761399
"2018/11/07",3.731897
"2018/11/08",3.7607
"2018/11/09",3.733804
"2018/11/10",3.733804
"2018/11/11",3.730901
"2018/11/12",3.767902
"2018/11/13",3.802896
"2018/11/14",3.783899
"2018/11/15",3.783897
"2018/11/16",3.745604
"2018/11/17",3.743504
"2018/11/18",3.744002
"2018/11/19",3.755899
"2018/11/20",3.757201
"2018/11/21",3.797599
"2018/11/22",3.804601
"2018/11/23",3.831304
"2018/11/24",3.828304
"2018/11/25",3.82715
"2018/11/26",3.941199
"2018/11/27",3.875018
"2018/11/28",3.850703
"2018/11/29",3.852499
"2018/11/30",3.866704
"2018/12/01",3.866904
"2018/12/02",3.866697
"2018/12/03",3.842299
"2018/12/04",3.852601
"2018/12/05",3.868903
"2018/12/06",3.879297
"2018/12/07",3.907304
"2018/12/08",3.907304
"2018/12/09",3.9073
"2018/12/10",3.918204
"2018/12/11",3.9041
"2018/12/12",3.855598
"2018/12/13",3.892198
"2018/12/14",3.917041
"2018/12/15",3.917041
"2018/12/16",3.916985
"2018/12/17",3.899096
"2018/12/18",3.912397
"2018/12/19",3.897703
"2018/12/20",3.842403
"2018/12/21",3.904204
"2018/12/22",3.904204
"2018/12/23",3.905299
"2018/12/24",3.904097
"2018/12/25",3.904299
"2018/12/26",3.922096
"2018/12/27",3.873051
"2018/12/28",3.881404
"2018/12/29",3.881404
"2018/12/30",3.87475
"2018/12/31",3.881502
"2019/01/01",3.881403
"2019/01/02",3.789851
"2019/01/03",3.756597
"2019/01/04",3.715204
"2019/01/05",3.715304
"2019/01/06",3.7152
"2019/01/07",3.735601
"2019/01/08",3.713906
"2019/01/09",3.681504
"2019/01/10",3.711399
"2019/01/11",3.711404
"2019/01/12",3.711404
"2019/01/13",3.71145
"2019/01/14",3.698991
"2019/01/15",3.717902
"2019/01/16",3.735798
"2019/01/17",3.750397
"2019/01/18",3.75305
"2019/01/19",3.75305
"2019/01/20",3.751703
"2019/01/21",3.754902
"2019/01/22",3.81555
"2019/01/23",3.765798
"2019/01/24",3.77335
"2019/01/25",3.771104
"2019/01/26",3.775404
"2019/01/27",3.7711
"2019/01/28",3.761105
"2019/01/29",3.719699
"2019/01/30",3.68485
"2019/01/31",3.644305
"2019/02/01",3.659804
"2019/02/02",3.659804
"2019/02/03",3.658799
"2019/02/04",3.6685
"2019/02/05",3.669798
"2019/02/06",3.698198
"2019/02/07",3.716397
"2019/02/08",3.730104
"2019/02/09",3.729304
"2019/02/10",3.730103
"2019/02/11",3.756697
"2019/02/12",3.709503
"2019/02/13",3.754703
"2019/02/14",3.723498
"2019/02/15",3.700504
"2019/02/16",3.700504
"2019/02/17",3.700097
"2019/02/18",3.733197
"2019/02/19",3.7235
"2019/02/20",3.725503
"2019/02/21",3.768026
"2019/02/22",3.748204
"2019/02/23",3.748504
"2019/02/24",3.747802
"2019/02/25",3.751899
"2019/02/26",3.748603
"2019/02/27",3.728797
"2019/02/28",3.750984
"2019/03/01",3.776404
"2019/03/02",3.774204
"2019/03/03",3.77415
"2019/03/04",3.775598
"2019/03/05",3.775898
"2019/03/06",3.84035
"2019/03/07",3.870798
"2019/03/08",3.869604
"2019/03/09",3.869604
"2019/03/10",3.86655
"2019/03/11",3.838798
"2019/03/12",3.813102
"2019/03/13",3.814803
"2019/03/14",3.841974
"2019/03/15",3.814504
"2019/03/16",3.814504
"2019/03/17",3.814501
"2019/03/18",3.791497
"2019/03/19",3.789203
"2019/03/20",3.7757
"2019/03/21",3.792501
"2019/03/22",3.907504
"2019/03/23",3.905504
"2019/03/24",3.907502
"2019/03/25",3.8551
"2019/03/26",3.876498
"2019/03/27",3.99175
"2019/03/28",3.901298
"2019/03/29",3.923104
"2019/03/30",3.923104
"2019/03/31",3.92545
"2019/04/01",3.85205
"2019/04/02",3.853797
"2019/04/03",3.869801
"2019/04/04",3.857401
"2019/04/05",3.875304
"2019/04/06",3.875304
"2019/04/07",3.8755
"2019/04/08",3.849705
"2019/04/09",3.849501
"2019/04/10",3.8255
"2019/04/11",3.857302
"2019/04/12",3.881904
"2019/04/13",3.875804
"2019/04/14",3.880969
"2019/04/15",3.8719
"2019/04/16",3.905296
"2019/04/17",3.938199
"2019/04/18",3.928202
"2019/04/19",3.936041
"2019/04/20",3.936041
"2019/04/21",3.936014
"2019/04/22",3.935597
"2019/04/23",3.9198
"2019/04/24",3.991098
"2019/04/25",3.954202
"2019/04/26",3.929904
"2019/04/27",3.925041
"2019/04/28",3.930701
"2019/04/29",3.945799
"2019/04/30",3.918397
"2019/05/01",3.920797
